material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_ev,energy_above_hull_ev,band_gap_ev,is_metal,bulk_modulus_gpa,shear_modulus_gpa,poisson_ratio,density_g_cm3,nsites,volume_a3,melting_point_k,is_stable,crystal_code,crystal_system_code,category_code,material_cluster,embed1,embed2,embed3
mp-319279,Al,1,orthorhombic,48,Alloy,1.063060695337518,6.19181815318719,-0.8335982496475897,1,0.3890555432932023,1.187077351592569,-1.3551339697437614,1.5947971510308376,0.3132081565336622,1.852780321798906,-0.0416593257747324,0,3,3,0,4,0.3093182717482828,2.998949566493662,-3.977239452685737
mp-324061,Ti,1,tetragonal,94,Perovskite,-1.6138506443734926,-0.7459443022636827,-0.6588183880650165,0,-1.3250873061287305,-1.1939136044832153,0.8065248554665618,-0.142514597367321,-0.7680062548488215,-0.3691421703490302,-0.8304374652558868,1,4,4,10,3,2.020424623609697,-1.9565454280729342,0.3925961062701593
mp-34702,Ga3CoSi2,3,hexagonal,190,Metal,1.0299663709217977,-0.5744490505559082,-0.8335982496475897,1,-0.4401958351724642,-0.5328583749759435,0.6470857340418881,1.1428589683885226,-0.7680062548488215,-0.4093467472839111,-0.3122285712944307,1,1,1,7,0,-0.8439540380828128,-0.892423388696188,-0.9836842242026052
mp-128233,BZrMo3,3,tetragonal,103,Nitride,1.1279841687888807,-0.2442143923087064,0.3445769082022105,0,1.3992561114398352,2.131744117901244,-1.1503805717036537,0.5786336755526695,-0.2273990491575796,0.0200660356743185,0.1433060906539878,1,4,4,8,1,0.933953214369429,2.6159115376969098,0.0706077574468456
mp-937487,SeZrBi4,3,trigonal,157,Ceramic,0.1335563200476995,-0.3292533600976854,2.02365526026934,0,0.2379475143283475,0.1799199076835842,0.0311472333802506,-1.3902266479029717,-1.0383098576944425,-0.8893974100877714,0.2197380809137896,1,6,6,3,1,2.478670290184999,0.6120668905880607,2.1076283014477926
mp-678759,Mn3Au4,2,cubic,229,Oxide,-2.1422278360007376,-0.537598831180684,0.7851016047819233,0,0.141766243334982,-0.081194985181708,0.3584170089361608,-0.0591710590559682,0.853815362224904,0.8476807395405547,1.653602218187671,1,0,0,9,2,-1.8911841503022069,-0.046872391800006526,1.5389908091342965
mp-885692,Bi3,1,cubic,204,Metal,1.063060695337518,-0.4936620311563783,-0.8335982496475897,1,0.0011204539837444,0.7075335056381957,-1.288001708091267,0.1214647269075499,-0.4977026520032005,-0.1891343026328358,1.2913145843562106,1,0,0,7,2,-1.9807118904960035,0.5768826974503087,-0.04104366032052795
mp-213568,S2Nb,2,monoclinic,12,Semiconductor,0.6282398936581345,0.4290107693540442,-0.1849266270013577,0,-0.9581955851330244,-0.8583867355215548,0.2845715211184175,-0.3981246960377044,0.853815362224904,0.5709830162574542,-1.957045001685365,0,2,2,12,3,1.0003330738307266,-1.6887700638234628,-1.5608219658606057
mp-462786,MoCa4NbTi2,4,tetragonal,118,Ceramic,-0.2507906427843683,1.7556186668621172,-0.6349847705764837,0,1.1333012248982304,0.3218218155882867,0.991138575010922,-0.2767709247726383,-0.4977026520032005,-0.2528768858500058,0.0791032188357543,0,4,4,3,1,1.2446856317781547,1.1708245809874105,-0.31374969880326925
mp-569668,Ba2OsFLi2,4,triclinic,2,Halide,-1.7527535834704593,-0.7728733087301927,0.1014740098191768,0,-0.43758027526906,-0.4922875042877426,0.4658286275801523,-0.0989248806772829,0.3132081565336622,0.0926687637531067,-1.4159065106459685,1,5,5,5,3,2.9594891956440303,-0.1732061689830024,0.3863084981008024
mp-550449,Ir3Ta2Ce2,3,cubic,196,Semiconductor,0.5238296307127634,-0.2215373342316453,-0.2016101592433307,0,-0.3540012474466423,0.5175618457332553,-1.8049201228154752,-0.0120941650307268,-0.7680062548488215,-0.5819043759372372,0.4123466963684901,1,0,0,12,0,-1.6977413831218817,-0.4455900313924045,0.5167371594642332
mp-68620,In2Ne2,2,orthorhombic,18,Boride,0.260207034411281,0.3425544854352489,-0.5773868616458631,0,0.4809568071719062,0.4839130193330888,-0.3515066580389689,1.171453822537187,3.016244184989872,4.315470201032325,-0.7157894798661841,0,3,3,1,4,0.6546464931754957,2.8027183246406087,-3.5458849263067305
mp-850742,HfTi,2,tetragonal,126,Metal,1.03669177688958,0.0264929884862101,-0.8335982496475897,1,0.2497175338936667,-0.2146366167343684,0.8870835694495557,2.816704089285986,-0.4977026520032005,0.0306774319491209,-1.0566761564249003,0,4,4,7,4,1.2377320715016584,0.40989207477198414,-2.2113409786287046
mp-497661,Si4AsPt3,3,monoclinic,9,Halide,-1.1275571811783107,-0.8153927926246822,1.6093475429270128,0,-1.0893302475627924,-1.236791823267427,2.031688630624587,-0.7513757600937732,-1.0383098576944425,-0.85975970608668,-0.4024183198009969,1,2,2,5,3,1.351896543211053,-1.9446932218879733,1.8471059542452477
mp-403083,WTa4BaH3,4,orthorhombic,45,Phosphide,0.0127653653392152,-0.5971261086329694,0.06254576792124,0,-1.1540059106287883,-1.15853426701104,1.2261014907946532,0.1232083155751514,0.3132081565336622,0.3983660231494438,0.0179576266279129,1,3,3,11,3,1.6284694824293793,-1.55154779547264,-0.4097873538765128
mp-567830,W4Fe3,2,orthorhombic,46,Oxide,-1.0435229006699829,-0.4809061859880313,0.3410018655789305,0,-1.3209261881005872,-1.179108120867142,0.5967365378025171,-1.2106370151400148,-0.4977026520032005,-0.6676118073875646,2.0999650413049133,1,3,3,9,3,1.6599929766388615,-1.4272021414197464,1.8159827421726575
mp-932884,V3O,2,tetragonal,125,Silicate,-1.525621308657538,-0.7941330506774374,0.6897671348277924,0,-1.5254154169121923,-1.322932818851854,0.5212127434434608,-1.3124625933279437,-0.7680062548488215,-0.819540288038128,-2.071692987075068,1,4,4,13,3,2.029388576878868,-3.0335250069261828,1.3147886934922344
mp-356993,LiIr3Mo3,3,cubic,218,Semiconductor,1.474442458396512,-0.5262603021421535,-0.1400399807312878,0,-0.8295575935201427,-0.5182451703678712,-0.824789102689055,-0.1686684273813436,3.016244184989872,2.5906211290689467,0.919855111693574,1,0,0,12,0,-1.933765015905112,-0.38034430982475,-2.030716080425516
mp-842151,Sr3HfPt3,3,cubic,206,Halide,-2.892942953632188,-0.6027953731522346,2.065364090874272,0,-1.084812462275094,-1.2039121128992647,1.8907108811543492,-0.8085654683911032,1.935029773607388,0.5511552883929282,0.4368049332516266,1,0,0,5,0,-1.3544116503947243,-1.6699864974195544,1.9096885553218217
mp-208140,Se4Os,2,cubic,220,Metal,0.0794867195938464,0.3751527564210242,-0.8335982496475897,1,-0.4569591963715551,-0.3013544493427976,-0.4085690804435886,-1.7169751642114974,0.3132081565336622,-0.796907589689773,-1.47705210285381,0,0,0,7,0,-1.6808556206761267,-1.516985020921601,-0.10470445927228207
mp-596805,W3B2Ge3,3,monoclinic,6,Perovskite,-0.2661059237011,-0.6736611796430505,0.7890738743633453,0,-0.4963114840091372,-1.1079648879067898,2.254903400619132,0.7718232999229182,-0.7680062548488215,-0.4226889084741871,-0.6347715701907942,1,2,2,10,3,1.2582750780435874,-1.6864477447415607,0.27716253426104276
mp-966921,V4,1,orthorhombic,43,Metal,1.063060695337518,0.7252298404856545,-0.8335982496475897,1,-0.2367766081395244,0.8990433976071434,-2.415823703853176,0.8991052726578299,-0.2273990491575796,0.2335554558324071,2.017418491824328,0,3,3,7,4,0.7599110305327779,1.8946774429655793,-0.7589668030175803
mp-564486,Ge2Ti3Pt2Zn,4,monoclinic,3,Intermetallic,0.1530666561720576,0.7592454276012461,-0.8335982496475897,1,0.1908674360670708,0.3537401309164446,-0.8331806353956168,-0.3601144630839911,-0.4977026520032005,-0.4076845425527532,-0.365730964476292,0,2,2,6,3,0.7311736380442352,0.49630351648011434,-0.2803177286659045
mp-496575,ReCd2Sn4,3,hexagonal,191,Semiconductor,0.4407275846950189,-0.3462611536554812,-0.3183948849371409,0,-1.3445851163177438,-1.0510503015385082,-0.967445158700606,-0.4619400412719201,-0.2273990491575796,-0.3749598869080827,-0.666873006099911,1,1,1,12,0,-0.6405690691710696,-2.1703950332374276,-0.21199843466259208
mp-783153,Sc,1,hexagonal,179,Oxide,-1.6380887411286678,-0.4426386504829908,1.3221524521901933,0,1.4705895633508603,0.8163634241667342,0.2996762799902281,-0.5951502154766766,0.3132081565336622,-0.3508282360789516,1.4166630483822855,1,1,1,9,2,-1.1281678709960072,0.9626654828483482,2.496959673854176
mp-175768,He2Ti3Ag3,3,cubic,225,Nitride,-0.1094239411051444,0.9704255309438776,0.8983112878524537,0,2.048390523830164,0.702149693414169,1.0968718871136014,1.0853205423576722,-0.2273990491575796,0.6467765837755187,-1.2064828573341118,0,0,0,8,2,-2.1631382644176083,0.8564809607494429,-0.3667484056441115
mp-781199,Sb3Os3,2,monoclinic,12,Intermetallic,-0.2365407727140178,1.1419207826516518,-0.8335982496475897,1,-0.5165226287172611,-0.5643921322880995,0.1939429678875496,1.678838124809231,0.3132081565336622,2.000108057211443,0.1326056120176156,0,2,2,6,4,0.6202506106648202,0.4544505419565442,-2.2646693682164374
mp-645823,Co3,1,cubic,217,Oxide,-1.2024022931365996,-0.6353936441380099,1.3507527931764327,0,-0.1259719795043988,0.0735896162590579,-0.3917860150304649,-0.2394581272859656,-0.7680062548488215,-0.6813992019879723,0.9825293437066116,1,0,0,9,2,-1.734386663106963,-0.5911413198804989,2.295296852879648
mp-473959,W3Cu,2,orthorhombic,53,Halide,-1.1295548265152755,-0.3972845343288687,1.1676311654728733,0,-0.5111726198239341,-0.3313499745909461,-0.0376633348135561,-0.3454683182761384,-0.4977026520032005,-0.2800806472090448,-0.45133479356727,1,3,3,5,3,1.280569816219635,-0.3253626731959436,1.2674431408986302
mp-789178,Pb4Si3Nb2,3,monoclinic,11,Boride,-0.0617468057295796,-0.3377572568765833,-0.2893973169927594,0,2.0846516952182683,0.7838682718145734,1.1522560029769089,-0.8584321042845068,-0.7680062548488215,-0.7013604998755378,-0.7219040390869683,1,2,2,1,1,0.5349946432724951,1.5325667840466723,0.7620356448383439
mp-75452,K3Mo2,2,tetragonal,100,Metal,0.8154192617317557,-0.2527182890876043,-0.8335982496475897,1,0.4879712632764904,-0.4209519923193895,1.3754707729714537,1.3660383178415174,3.016244184989872,4.928912793511604,-0.196051946099532,1,4,4,7,4,1.0847582608279789,1.6398959523951242,-4.089383713927883
mp-796644,CSi2,2,monoclinic,6,Metal,0.8120232646589153,2.589000551194112,-0.8335982496475897,1,-1.142473669236506,-0.9741386983381276,0.0378604595454993,0.4928491131066744,-0.7680062548488215,-0.208442591518875,-1.4969244203213583,0,2,2,7,3,0.9668556300127867,-1.316797228505405,-2.1681149971016387
mp-46003,Re3Pd2,2,orthorhombic,43,Oxide,-0.4189923801568219,-0.7360230893549684,2.481260716049168,0,1.655818760146489,1.9410033419643005,-0.4807362617200206,-0.19865815246409,0.853815362224904,0.3162056178664977,0.5147655633166246,1,3,3,9,1,0.7255849718500236,2.4180411084570146,1.94717529740625
mp-217584,Ni3Ca4Pd4V4,4,orthorhombic,33,Metal,0.3177392201158732,0.0477527304334549,-0.8335982496475897,1,0.1601940517453302,-0.0429314625895185,0.4943598387824622,0.7899566220659743,0.3132081565336622,-0.2521348301664532,2.596772977993625,0,3,3,7,1,1.2258542409628361,0.9936434884779022,-0.15024206607623025
mp-825627,Cu4Nb4,2,cubic,212,Silicate,0.0107677200022502,0.1710592337274745,1.5545302227033873,0,-0.7871141896330827,-0.7409042616329732,0.1184191735284932,-0.4657759363406435,-0.7680062548488215,-0.6387903646383809,-0.2541402586969814,0,0,0,13,0,-1.4158358804923346,-2.203490209745244,1.160496916655685
mp-290375,Ar2Al4,2,orthorhombic,61,Oxide,-2.221534355878248,-0.4539771795215213,0.2941290845181495,0,0.3046442918651557,0.0787811494750838,0.3231725715686014,-1.161816532447172,-0.4977026520032005,-0.7125952229245245,0.6492858661738757,1,3,3,9,1,1.2553809282351147,-0.1341478063158126,2.31419073643783
mp-44817,Pt3Be3,2,orthorhombic,73,Ceramic,-1.1370792906178435,-0.7544481990425805,0.0069339937813305,0,0.5163857549543819,0.7967509653506369,-0.3951426281130902,0.4621619525568875,-0.2273990491575796,-0.37562773702328,0.9855866233170036,1,3,3,3,1,0.7730410476977956,1.6335188834372998,1.1628944149419016
mp-185195,Au3As,2,hexagonal,183,Carbide,1.3966008784327757,-0.676495811902683,0.7890738743633453,0,0.5351702306242854,0.0724359422110524,0.4809333864519639,0.5109824352497304,-0.7680062548488215,-0.3265333329994388,0.2839409527320231,1,1,1,2,2,-1.0985058032860435,0.5537318262321193,0.15367619385622835
mp-175122,C2Be,2,trigonal,143,Metal,1.0196452033474783,-0.8068888958457843,-0.8335982496475897,1,1.815843470600222,2.8943226636330186,-1.115136134336094,1.9407251426829804,-0.7680062548488215,0.1900116283215393,0.1723502469527125,1,6,6,7,1,1.7481699154194754,3.840557848990327,-0.6280363522836768
mp-773953,B4V3,2,cubic,230,Carbide,1.2743449838105172,0.2801925757233309,-0.1892961235409221,0,2.3251643172449405,1.1086275163281805,0.6319809751700767,0.0764801392834304,0.3132081565336622,0.428478642788009,0.4352762934464306,0,0,0,2,2,-2.454772099779615,2.13591269648629,-0.5315390656777811
mp-648457,F2Mn4,2,cubic,214,Semiconductor,0.2852441893012424,-0.3760247923816239,-0.2588108412158091,0,-0.9252633081674346,-0.9095329516498076,0.4993947584063997,-0.4497349205987094,0.3132081565336622,-0.1180898914895081,-0.0309588471383602,1,0,0,12,0,-1.4614310923661993,-2.081704852115583,-0.1701145256908342
mp-274536,K3CuH3,3,hexagonal,185,Chalcogenide,0.8635625143526126,-0.2881511923330122,0.0911461089074792,0,-1.048670179973508,-0.8655010588175898,0.1284890127763672,-0.8490167254794586,0.3132081565336622,-0.2977267313639261,0.9565424670182788,1,1,1,4,0,-0.7703791454944326,-0.9669598450856759,0.10596601373673063
mp-491007,CdCo3Sr3F3,4,tetragonal,94,Semiconductor,-0.5431793319381466,-0.6651572828641527,-0.6353819975346259,0,-0.419865801377822,-0.4551776557435589,0.3214942650272892,-1.7169751642114974,0.3132081565336622,-0.8641229935059692,-0.6164278925284419,1,4,4,12,3,1.9274478165593742,-1.3580434967044233,0.755301350133161
mp-200754,ClSe4,2,tetragonal,114,Chalcogenide,0.6230460157820255,0.4984592597150437,-0.6115483800460932,0,-0.7591752543012646,-0.4692140233276285,-0.3498283514976558,-0.77055523543739,-0.2273990491575796,-0.4412403005630026,-1.1560377437626426,0,4,4,4,3,1.5011677007486435,-0.5174264957808787,-0.7674031605180157
mp-675888,Cr2Ce2,2,cubic,207,Oxide,-0.759590910109356,-0.3816940569008891,-0.5011192856825584,0,-0.1076630601805688,0.3175916774122658,-0.930522414791734,-0.0215095438357751,1.935029773607388,1.9271639835182208,1.552711991044733,1,0,0,9,2,-2.021676496060446,0.711643688763891,-0.41113846670789883
mp-82807,Be4Li3,2,tetragonal,123,Oxide,-1.2233109809968334,-0.4964966634160108,1.0889802277607152,0,0.4981957247170704,0.236834494051866,0.2577186164574189,-0.2098171199367397,-0.2273990491575796,-0.3282103788442677,1.650544938577279,1,4,4,9,1,1.352026776496484,0.6755370978372202,1.9956904588593218
mp-601207,Ag4Zn4N3,3,cubic,195,Ceramic,-0.9498999225442224,-0.7827945216389068,1.2288041170267738,0,1.2695481180482884,0.7613716278784621,0.2979979734489159,-0.1072941062817702,-0.2273990491575796,-0.1844890340537964,1.2301689921483692,1,0,0,3,2,-1.9067968402218272,1.2745859704600155,2.035512107849921
mp-543598,Si2Zn2Rh,3,orthorhombic,37,Ceramic,-2.0962819932505425,-0.747361618393499,-0.2349772237272765,0,-0.0637929872552884,-0.5828509170561909,1.0498793039568548,-1.7169751642114974,0.853815362224904,-0.8110214887909438,1.9027705064346248,1,3,3,3,1,1.460152602189112,0.048704597374465974,2.1176076734487927
mp-589622,FZr2Au4,3,cubic,210,Semiconductor,0.6381615321650607,1.209951956882835,0.2806233679413144,0,-1.1156047356833532,-1.2117955522273038,1.835326765291041,-0.1107812836169732,-0.7680062548488215,-0.5604886489099086,0.3741307012385892,0,0,0,12,0,-1.2558339533305989,-2.65805221303683,-0.236673548564698
mp-641518,Se,1,orthorhombic,45,Metal,1.063060695337518,2.141128654172156,-0.8335982496475897,1,-0.8616576468801038,-0.8293526053134109,0.3517037827709121,0.1050749934320953,0.853815362224904,0.6509024133760712,-0.6286570109700101,0,3,3,7,4,1.2047181397909594,-0.5846944603226188,-2.5069843213427254
mp-365899,As3Cd4,2,hexagonal,183,Metal,0.6974915986729215,-0.6708265473834178,-0.8335982496475897,1,0.8099229095682501,-0.0790799160936976,1.0901586609483518,-0.8549449269493038,-0.4977026520032005,-0.5952316960138422,-1.215654696165288,1,1,1,7,0,-0.8761482785465833,-0.6541729343038187,-0.15452598747318846
mp-506996,C3La2Ni2,3,monoclinic,14,Metal,0.103658228171123,-0.1109866761059726,-0.8335982496475897,1,-0.4248591430115938,-0.3400025299509889,-0.2692696375146628,0.3041928192721896,-1.0383098576944425,-0.6900218890308538,-0.2327393014242369,1,2,2,7,3,0.882085547843503,-0.4420254875816461,-0.1671085478762489
mp-33784,Li4AsNb4,3,tetragonal,107,Sulfide,1.2250697321653805,-0.7686213603407437,0.6591806590508421,0,-0.3666034906175899,-0.0815795431977099,-0.8113626503585561,-0.7583501147641794,-0.4977026520032005,-0.5646293196241322,-0.0600030034370848,1,4,4,14,3,1.6476023862017557,-0.7594387199140782,0.5997368685240871
mp-450135,RhSr2,2,orthorhombic,21,Intermetallic,0.0049745485250517,1.0299528083961624,-0.8335982496475897,1,0.958177600456664,0.2989406136361734,0.8535174386233084,0.9552488277545989,-0.7680062548488215,-0.3383171772542544,-0.9955305642170588,0,3,3,6,3,1.200570533485813,0.7418772331207164,-0.9765316209955128
mp-505741,Ag,1,cubic,218,Alloy,1.063060695337518,0.0888548981981281,-0.8335982496475897,1,-0.1759053958421162,-0.4088384148153297,0.635337588252701,-0.7287091074149533,-0.4977026520032005,-0.6389684580024335,0.9122119126675938,0,0,0,0,0,-1.83568765607536,-0.25447019803555376,-0.18489818160577287
mp-606955,Mo3Al4Sn2Ir,4,hexagonal,183,Halide,-0.234876068266547,-0.564527837647194,0.8303854780101354,0,-0.322852306778828,-0.3519238284470479,0.4960381453237753,-0.7255706478132706,-0.2273990491575796,-0.3383617005952675,-2.0533493094127158,1,1,1,5,0,-0.7292644649725634,-1.2231051510089277,0.4928927062719315
mp-71948,Ba2S2Sr4,3,trigonal,152,Boride,0.1827649835149374,0.1427129111311481,-0.3243532893092741,0,3.272115891363799,2.756458614896336,0.056321831499936,-1.145078081238197,-0.2273990491575796,-0.5253745739641986,-0.1563073111644351,0,6,6,1,1,1.7186685104018877,4.0953664132221315,0.9512156001769446
mp-893408,Ar4Ga2Fe,3,cubic,217,Perovskite,-0.6248830262200155,-0.5035832440650924,-0.2460995785552583,0,-0.7047240526758488,-0.5649689693121024,-0.33136697954322,-0.7349860266183189,-1.0383098576944425,-0.8517603458179827,-0.4650925518140343,1,0,0,10,0,-1.4672365859398622,-1.8732567229890624,1.0173296447613434
mp-610415,Ba3V3,2,hexagonal,173,Semiconductor,1.473310459372232,2.562071544727601,-0.1877072157083533,0,-0.7640497068485179,-0.7868589445452006,0.4054095920929074,-1.1945959993980806,-0.7680062548488215,-0.7459877286843923,-0.7601200342168691,0,1,1,12,0,-0.5856776105326745,-2.197039662814511,-0.9640743660834555
mp-687019,MgK3Cu2,3,tetragonal,99,Metal,-0.0922441912072454,-0.1818524825967884,-0.8335982496475897,1,0.1096661899750208,-0.4167218541433686,1.0868020478657263,1.8273918792888808,0.853815362224904,2.249141944611702,0.2090376022774173,1,4,4,7,4,1.3737769098718202,0.8809529015896246,-2.1661554124694464
mp-435841,NTi4,2,tetragonal,86,Semiconductor,1.6021585836064751,-0.6325590118783773,-0.1944600739967709,0,-0.6824917934969126,-0.8147394007053387,0.645407427500575,-1.4686881379450405,0.853815362224904,-0.6695411521648014,-0.882411218632552,1,4,4,12,3,1.9221653418403946,-1.6338942129265108,-0.548180949478367
mp-97463,MgHf2,2,tetragonal,100,Oxide,-1.3812581389728666,-0.2371278116596248,0.9793455873134648,0,-0.2704222196242246,-0.2730894351666578,-0.1064739030073638,0.0733416796817478,1.935029773607388,1.0470414194838011,1.7101618909799243,1,4,4,9,1,1.4325278209429968,0.6623959860712633,0.6442462791329565
mp-95559,Mn2Ne2,2,cubic,208,Semiconductor,-0.9198020661339494,-0.7360230893549684,0.0617513140049556,0,-0.7597696997338564,-0.941066708961964,1.0599491432047288,-0.4793759279479352,3.016244184989872,1.046358728254933,-0.3794887227230563,1,0,0,12,0,-1.533783126840956,-1.7040815670196028,-0.5655029458467523
mp-650808,Ne4Ru4,2,tetragonal,130,Sulfide,0.1615899429431084,4.097024913318673,-0.05781400039585,0,-0.7178018521928701,-1.1121950260828108,2.060219841826898,-0.5121553948988441,-0.2273990491575796,-0.2574479488606899,-1.165209582593819,0,4,4,14,3,1.7188794813077635,-2.23516522372615,-1.6187502777476974
mp-278721,Ga4Os3ReIn2,4,cubic,210,Metal,0.5352827973113627,0.7748359050292257,-0.8335982496475897,1,0.8442818555720606,0.6715773311420177,0.0580001380412482,2.0122122780546428,3.016244184989872,8.850246688790737,-0.0752894014890452,0,0,0,7,4,-2.659212187285319,3.0114474219882954,-5.592475628395819
mp-32770,Cr2O3,2,monoclinic,6,Halide,-2.0775041270830714,-0.6070473215416835,0.7211480645210272,0,-1.4878464655723858,-1.264672279427565,0.0764615099956841,0.0067365925793693,-0.2273990491575796,-0.0060988477277468,-0.4605066323984462,1,2,2,5,3,1.15272059777957,-1.3622028682787402,1.018232765513167
mp-192320,La4K,2,hexagonal,194,Ceramic,-0.2868148470276374,-0.6283070634889283,1.891378683207983,0,-0.2711355541433348,-0.1423397097260105,-0.1400400338336111,-0.166576120980222,-0.4977026520032005,-0.3162039178843863,0.9076259932520058,1,1,1,3,2,-1.019072272044981,0.01726980932738692,1.734311049256958
