material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_ev,energy_above_hull_ev,band_gap_ev,is_metal,bulk_modulus_gpa,shear_modulus_gpa,poisson_ratio,density_g_cm3,nsites,volume_a3,melting_point_k,is_stable,crystal_code,crystal_system_code,category_code
mp-324061,Ti,1,tetragonal,94,Perovskite,-1.6138506443734926,-0.7459443022636827,-0.6588183880650165,0,-1.3250873061287303,-1.1939136044832153,0.8065248554665618,-0.14251459736732106,-0.7680062548488215,-0.3691421703490302,-0.8304374652558868,1,4,4,10
mp-34702,Ga3CoSi2,3,hexagonal,190,Metal,1.0299663709217977,-0.5744490505559082,-0.8335982496475897,1,-0.44019583517246424,-0.5328583749759435,0.6470857340418881,1.1428589683885226,-0.7680062548488215,-0.4093467472839111,-0.31222857129443077,1,1,1,7
mp-128233,BZrMo3,3,tetragonal,103,Nitride,1.1279841687888807,-0.2442143923087064,0.34457690820221054,0,1.3992561114398352,2.131744117901244,-1.1503805717036535,0.5786336755526695,-0.22739904915757964,0.020066035674318538,0.14330609065398783,1,4,4,8
mp-937487,SeZrBi4,3,trigonal,157,Ceramic,0.1335563200476995,-0.3292533600976854,2.0236552602693396,0,0.23794751432834751,0.1799199076835842,0.031147233380250623,-1.3902266479029717,-1.0383098576944425,-0.8893974100877714,0.21973808091378963,1,6,6,3
mp-678759,Mn3Au4,2,cubic,229,Oxide,-2.1422278360007376,-0.537598831180684,0.7851016047819233,0,0.141766243334982,-0.08119498518170809,0.35841700893616085,-0.05917105905596825,0.853815362224904,0.8476807395405547,1.653602218187671,1,0,0,9
mp-885692,Bi3,1,cubic,204,Metal,1.0630606953375181,-0.4936620311563783,-0.8335982496475897,1,0.0011204539837444247,0.7075335056381957,-1.288001708091267,0.1214647269075499,-0.4977026520032005,-0.18913430263283582,1.2913145843562106,1,0,0,7
mp-213568,S2Nb,2,monoclinic,12,Semiconductor,0.6282398936581345,0.4290107693540442,-0.18492662700135779,0,-0.9581955851330245,-0.8583867355215548,0.28457152111841755,-0.3981246960377044,0.853815362224904,0.5709830162574542,-1.9570450016853653,0,2,2,12
mp-462786,MoCa4NbTi2,4,tetragonal,118,Ceramic,-0.25079064278436836,1.7556186668621172,-0.6349847705764837,0,1.1333012248982304,0.3218218155882867,0.991138575010922,-0.2767709247726383,-0.4977026520032005,-0.25287688585000584,0.07910321883575434,0,4,4,3
mp-569668,Ba2OsFLi2,4,triclinic,2,Halide,-1.7527535834704593,-0.7728733087301927,0.10147400981917688,0,-0.43758027526906,-0.4922875042877426,0.46582862758015237,-0.09892488067728296,0.31320815653366224,0.09266876375310673,-1.4159065106459685,1,5,5,5
mp-550449,Ir3Ta2Ce2,3,cubic,196,Semiconductor,0.5238296307127634,-0.22153733423164534,-0.2016101592433307,0,-0.3540012474466423,0.5175618457332553,-1.8049201228154752,-0.012094165030726857,-0.7680062548488215,-0.5819043759372372,0.4123466963684901,1,0,0,12
mp-68620,In2Ne2,2,orthorhombic,18,Boride,0.260207034411281,0.3425544854352489,-0.5773868616458631,0,0.4809568071719062,0.4839130193330888,-0.3515066580389689,1.1714538225371873,3.0162441849898713,4.315470201032325,-0.7157894798661841,0,3,3,1
mp-850742,HfTi,2,tetragonal,126,Metal,1.03669177688958,0.02649298848621019,-0.8335982496475897,1,0.24971753389366674,-0.21463661673436848,0.8870835694495557,2.816704089285986,-0.4977026520032005,0.03067743194912096,-1.0566761564249003,0,4,4,7
mp-497661,Si4AsPt3,3,monoclinic,9,Halide,-1.1275571811783107,-0.8153927926246822,1.6093475429270128,0,-1.0893302475627924,-1.2367918232674273,2.031688630624587,-0.7513757600937732,-1.0383098576944425,-0.85975970608668,-0.4024183198009969,1,2,2,5
mp-403083,WTa4BaH3,4,orthorhombic,45,Phosphide,0.012765365339215285,-0.5971261086329694,0.06254576792124002,0,-1.1540059106287883,-1.1585342670110401,1.2261014907946532,0.1232083155751514,0.31320815653366224,0.3983660231494438,0.017957626627912924,1,3,3,11
mp-567830,W4Fe3,2,orthorhombic,46,Oxide,-1.0435229006699827,-0.48090618598803136,0.3410018655789305,0,-1.3209261881005872,-1.179108120867142,0.5967365378025171,-1.2106370151400148,-0.4977026520032005,-0.6676118073875646,2.0999650413049133,1,3,3,9
mp-932884,V3O,2,tetragonal,125,Silicate,-1.5256213086575379,-0.7941330506774374,0.6897671348277924,0,-1.5254154169121923,-1.3229328188518539,0.5212127434434608,-1.3124625933279437,-0.7680062548488215,-0.819540288038128,-2.071692987075068,1,4,4,13
mp-356993,LiIr3Mo3,3,cubic,218,Semiconductor,1.4744424583965121,-0.5262603021421535,-0.14003998073128787,0,-0.8295575935201427,-0.5182451703678712,-0.824789102689055,-0.16866842738134366,3.0162441849898713,2.5906211290689467,0.919855111693574,1,0,0,12
mp-842151,Sr3HfPt3,3,cubic,206,Halide,-2.892942953632188,-0.6027953731522346,2.065364090874272,0,-1.084812462275094,-1.2039121128992647,1.8907108811543494,-0.8085654683911032,1.9350297736073876,0.5511552883929282,0.43680493325162667,1,0,0,5
mp-208140,Se4Os,2,cubic,220,Metal,0.07948671959384647,0.3751527564210242,-0.8335982496475897,1,-0.4569591963715551,-0.30135444934279765,-0.4085690804435886,-1.7169751642114974,0.31320815653366224,-0.796907589689773,-1.47705210285381,0,0,0,7
mp-596805,W3B2Ge3,3,monoclinic,6,Perovskite,-0.26610592370110003,-0.6736611796430505,0.7890738743633453,0,-0.49631148400913727,-1.1079648879067898,2.254903400619132,0.7718232999229182,-0.7680062548488215,-0.42268890847418716,-0.6347715701907942,1,2,2,10
mp-966921,V4,1,orthorhombic,43,Metal,1.0630606953375181,0.7252298404856545,-0.8335982496475897,1,-0.23677660813952442,0.8990433976071434,-2.4158237038531754,0.8991052726578299,-0.22739904915757964,0.2335554558324071,2.0174184918243276,0,3,3,7
mp-564486,Ge2Ti3Pt2Zn,4,monoclinic,3,Intermetallic,0.15306665617205767,0.7592454276012461,-0.8335982496475897,1,0.19086743606707088,0.35374013091644463,-0.8331806353956168,-0.36011446308399114,-0.4977026520032005,-0.40768454255275327,-0.36573096447629205,0,2,2,6
mp-496575,ReCd2Sn4,3,hexagonal,191,Semiconductor,0.44072758469501894,-0.3462611536554812,-0.31839488493714097,0,-1.3445851163177438,-1.0510503015385082,-0.967445158700606,-0.4619400412719201,-0.22739904915757964,-0.37495988690808274,-0.666873006099911,1,1,1,12
mp-783153,Sc,1,hexagonal,179,Oxide,-1.6380887411286678,-0.44263865048299084,1.3221524521901933,0,1.4705895633508603,0.8163634241667342,0.2996762799902281,-0.5951502154766766,0.31320815653366224,-0.3508282360789516,1.4166630483822855,1,1,1,9
mp-175768,He2Ti3Ag3,3,cubic,225,Nitride,-0.10942394110514442,0.9704255309438775,0.8983112878524537,0,2.0483905238301636,0.702149693414169,1.0968718871136014,1.0853205423576722,-0.22739904915757964,0.6467765837755187,-1.2064828573341118,0,0,0,8
mp-781199,Sb3Os3,2,monoclinic,12,Intermetallic,-0.23654077271401783,1.1419207826516518,-0.8335982496475897,1,-0.5165226287172611,-0.5643921322880995,0.19394296788754964,1.678838124809231,0.31320815653366224,2.000108057211443,0.1326056120176156,0,2,2,6
mp-645823,Co3,1,cubic,217,Oxide,-1.2024022931365996,-0.6353936441380099,1.3507527931764327,0,-0.12597197950439887,0.07358961625905792,-0.3917860150304649,-0.23945812728596566,-0.7680062548488215,-0.6813992019879723,0.9825293437066115,1,0,0,9
mp-473959,W3Cu,2,orthorhombic,53,Halide,-1.1295548265152757,-0.3972845343288687,1.1676311654728733,0,-0.5111726198239341,-0.3313499745909461,-0.037663334813556146,-0.3454683182761384,-0.4977026520032005,-0.28008064720904485,-0.45133479356727,1,3,3,5
mp-789178,Pb4Si3Nb2,3,monoclinic,11,Boride,-0.061746805729579614,-0.33775725687658337,-0.28939731699275945,0,2.0846516952182683,0.7838682718145734,1.1522560029769089,-0.8584321042845068,-0.7680062548488215,-0.7013604998755378,-0.7219040390869683,1,2,2,1
mp-75452,K3Mo2,2,tetragonal,100,Metal,0.8154192617317557,-0.25271828908760435,-0.8335982496475897,1,0.4879712632764904,-0.4209519923193895,1.3754707729714537,1.3660383178415174,3.0162441849898713,4.928912793511604,-0.19605194609953208,1,4,4,7
mp-796644,CSi2,2,monoclinic,6,Metal,0.8120232646589153,2.5890005511941117,-0.8335982496475897,1,-1.142473669236506,-0.9741386983381275,0.03786045954549934,0.4928491131066744,-0.7680062548488215,-0.20844259151887504,-1.4969244203213585,0,2,2,7
mp-46003,Re3Pd2,2,orthorhombic,43,Oxide,-0.4189923801568219,-0.7360230893549684,2.4812607160491678,0,1.6558187601464893,1.9410033419643005,-0.4807362617200206,-0.19865815246409,0.853815362224904,0.31620561786649776,0.5147655633166246,1,3,3,9
mp-217584,Ni3Ca4Pd4V4,4,orthorhombic,33,Metal,0.31773922011587324,0.04775273043345497,-0.8335982496475897,1,0.16019405174533027,-0.04293146258951855,0.4943598387824622,0.7899566220659743,0.31320815653366224,-0.2521348301664532,2.596772977993625,0,3,3,7
mp-825627,Cu4Nb4,2,cubic,212,Silicate,0.0107677200022502,0.17105923372747456,1.5545302227033873,0,-0.7871141896330827,-0.7409042616329732,0.11841917352849322,-0.4657759363406435,-0.7680062548488215,-0.6387903646383809,-0.2541402586969814,0,0,0,13
mp-290375,Ar2Al4,2,orthorhombic,61,Oxide,-2.221534355878248,-0.45397717952152133,0.29412908451814956,0,0.30464429186515574,0.07878114947508381,0.3231725715686014,-1.161816532447172,-0.4977026520032005,-0.7125952229245245,0.6492858661738757,1,3,3,9
mp-44817,Pt3Be3,2,orthorhombic,73,Ceramic,-1.1370792906178437,-0.7544481990425805,0.006933993781330504,0,0.5163857549543819,0.7967509653506369,-0.3951426281130902,0.4621619525568875,-0.22739904915757964,-0.37562773702328006,0.9855866233170035,1,3,3,3
mp-185195,Au3As,2,hexagonal,183,Carbide,1.3966008784327757,-0.676495811902683,0.7890738743633453,0,0.5351702306242854,0.07243594221105244,0.4809333864519639,0.5109824352497304,-0.7680062548488215,-0.3265333329994388,0.28394095273202313,1,1,1,2
mp-175122,C2Be,2,trigonal,143,Metal,1.0196452033474785,-0.8068888958457843,-0.8335982496475897,1,1.815843470600222,2.8943226636330186,-1.115136134336094,1.9407251426829804,-0.7680062548488215,0.19001162832153937,0.1723502469527125,1,6,6,7
mp-773953,B4V3,2,cubic,230,Carbide,1.2743449838105172,0.28019257572333095,-0.1892961235409221,0,2.3251643172449405,1.1086275163281805,0.6319809751700767,0.07648013928343042,0.31320815653366224,0.428478642788009,0.43527629344643065,0,0,0,2
mp-648457,F2Mn4,2,cubic,214,Semiconductor,0.28524418930124246,-0.37602479238162395,-0.25881084121580916,0,-0.9252633081674346,-0.9095329516498077,0.4993947584063997,-0.4497349205987094,0.31320815653366224,-0.11808989148950814,-0.030958847138360217,1,0,0,12
mp-274536,K3CuH3,3,hexagonal,185,Chalcogenide,0.8635625143526126,-0.28815119233301223,0.09114610890747929,0,-1.048670179973508,-0.8655010588175898,0.12848901277636723,-0.8490167254794586,0.31320815653366224,-0.2977267313639261,0.9565424670182788,1,1,1,4
mp-491007,CdCo3Sr3F3,4,tetragonal,94,Semiconductor,-0.5431793319381466,-0.6651572828641527,-0.6353819975346259,0,-0.41986580137782203,-0.45517765574355895,0.3214942650272892,-1.7169751642114974,0.31320815653366224,-0.8641229935059692,-0.6164278925284419,1,4,4,12
mp-200754,ClSe4,2,tetragonal,114,Chalcogenide,0.6230460157820255,0.49845925971504373,-0.6115483800460932,0,-0.7591752543012646,-0.4692140233276285,-0.3498283514976558,-0.77055523543739,-0.22739904915757964,-0.4412403005630026,-1.1560377437626426,0,4,4,4
mp-675888,Cr2Ce2,2,cubic,207,Oxide,-0.759590910109356,-0.38169405690088914,-0.5011192856825584,0,-0.10766306018056887,0.3175916774122658,-0.9305224147917339,-0.021509543835775132,1.9350297736073876,1.9271639835182208,1.5527119910447327,1,0,0,9
mp-82807,Be4Li3,2,tetragonal,123,Oxide,-1.2233109809968334,-0.4964966634160108,1.0889802277607152,0,0.49819572471707047,0.23683449405186605,0.25771861645741895,-0.20981711993673977,-0.22739904915757964,-0.32821037884426774,1.650544938577279,1,4,4,9
mp-601207,Ag4Zn4N3,3,cubic,195,Ceramic,-0.9498999225442225,-0.7827945216389068,1.2288041170267738,0,1.2695481180482884,0.7613716278784621,0.29799797344891593,-0.10729410628177027,-0.22739904915757964,-0.18448903405379644,1.2301689921483692,1,0,0,3
mp-543598,Si2Zn2Rh,3,orthorhombic,37,Ceramic,-2.0962819932505425,-0.747361618393499,-0.23497722372727653,0,-0.06379298725528848,-0.5828509170561909,1.0498793039568548,-1.7169751642114974,0.853815362224904,-0.8110214887909438,1.9027705064346248,1,3,3,3
mp-589622,FZr2Au4,3,cubic,210,Semiconductor,0.6381615321650607,1.209951956882835,0.2806233679413144,0,-1.1156047356833532,-1.2117955522273038,1.835326765291041,-0.11078128361697324,-0.7680062548488215,-0.5604886489099086,0.3741307012385892,0,0,0,12
mp-641518,Se,1,orthorhombic,45,Metal,1.0630606953375181,2.1411286541721557,-0.8335982496475897,1,-0.8616576468801038,-0.8293526053134109,0.35170378277091213,0.10507499343209538,0.853815362224904,0.6509024133760712,-0.6286570109700101,0,3,3,7
mp-365899,As3Cd4,2,hexagonal,183,Metal,0.6974915986729215,-0.6708265473834178,-0.8335982496475897,1,0.8099229095682501,-0.07907991609369763,1.0901586609483518,-0.8549449269493038,-0.4977026520032005,-0.5952316960138422,-1.2156546961652879,1,1,1,7
mp-506996,C3La2Ni2,3,monoclinic,14,Metal,0.10365822817112307,-0.1109866761059726,-0.8335982496475897,1,-0.4248591430115938,-0.3400025299509889,-0.2692696375146628,0.3041928192721896,-1.0383098576944425,-0.6900218890308538,-0.23273930142423693,1,2,2,7
mp-33784,Li4AsNb4,3,tetragonal,107,Sulfide,1.2250697321653803,-0.7686213603407437,0.6591806590508421,0,-0.3666034906175899,-0.08157954319770992,-0.8113626503585561,-0.7583501147641794,-0.4977026520032005,-0.5646293196241322,-0.060003003437084895,1,4,4,14
mp-450135,RhSr2,2,orthorhombic,21,Intermetallic,0.004974548525051721,1.0299528083961624,-0.8335982496475897,1,0.9581776004566641,0.29894061363617347,0.8535174386233084,0.9552488277545987,-0.7680062548488215,-0.3383171772542544,-0.9955305642170587,0,3,3,6
mp-505741,Ag,1,cubic,218,Alloy,1.0630606953375181,0.08885489819812815,-0.8335982496475897,1,-0.17590539584211629,-0.4088384148153297,0.635337588252701,-0.7287091074149533,-0.4977026520032005,-0.6389684580024335,0.9122119126675938,0,0,0,0
mp-606955,Mo3Al4Sn2Ir,4,hexagonal,183,Halide,-0.23487606826654703,-0.564527837647194,0.8303854780101354,0,-0.322852306778828,-0.35192382844704795,0.4960381453237753,-0.7255706478132706,-0.22739904915757964,-0.33836170059526754,-2.0533493094127153,1,1,1,5
mp-71948,Ba2S2Sr4,3,trigonal,152,Boride,0.18276498351493745,0.14271291113114817,-0.3243532893092741,0,3.272115891363799,2.756458614896336,0.056321831499936095,-1.1450780812381973,-0.22739904915757964,-0.5253745739641986,-0.15630731116443516,0,6,6,1
mp-893408,Ar4Ga2Fe,3,cubic,217,Perovskite,-0.6248830262200155,-0.5035832440650924,-0.24609957855525838,0,-0.7047240526758488,-0.5649689693121024,-0.33136697954322,-0.7349860266183189,-1.0383098576944425,-0.8517603458179827,-0.46509255181403436,1,0,0,10
mp-610415,Ba3V3,2,hexagonal,173,Semiconductor,1.473310459372232,2.5620715447276012,-0.18770721570835333,0,-0.7640497068485179,-0.7868589445452006,0.40540959209290744,-1.1945959993980806,-0.7680062548488215,-0.7459877286843923,-0.7601200342168691,0,1,1,12
mp-687019,MgK3Cu2,3,tetragonal,99,Metal,-0.09224419120724546,-0.1818524825967884,-0.8335982496475897,1,0.10966618997502085,-0.4167218541433686,1.0868020478657265,1.8273918792888808,0.853815362224904,2.249141944611702,0.20903760227741736,1,4,4,7
mp-435841,NTi4,2,tetragonal,86,Semiconductor,1.6021585836064751,-0.6325590118783773,-0.1944600739967709,0,-0.6824917934969126,-0.8147394007053387,0.645407427500575,-1.4686881379450403,0.853815362224904,-0.6695411521648014,-0.882411218632552,1,4,4,12
mp-97463,MgHf2,2,tetragonal,100,Oxide,-1.3812581389728666,-0.2371278116596248,0.9793455873134648,0,-0.2704222196242246,-0.2730894351666578,-0.10647390300736385,0.07334167968174787,1.9350297736073876,1.0470414194838011,1.7101618909799243,1,4,4,9
mp-95559,Mn2Ne2,2,cubic,208,Semiconductor,-0.9198020661339494,-0.7360230893549684,0.06175131400495568,0,-0.7597696997338564,-0.9410667089619639,1.0599491432047288,-0.47937592794793527,3.0162441849898713,1.046358728254933,-0.37948872272305634,1,0,0,12
mp-650808,Ne4Ru4,2,tetragonal,130,Sulfide,0.16158994294310847,4.097024913318673,-0.057814000395850024,0,-0.7178018521928701,-1.1121950260828108,2.060219841826898,-0.5121553948988441,-0.22739904915757964,-0.25744794886068995,-1.1652095825938187,0,4,4,14
mp-278721,Ga4Os3ReIn2,4,cubic,210,Metal,0.5352827973113627,0.7748359050292257,-0.8335982496475897,1,0.8442818555720606,0.6715773311420177,0.058000138041248275,2.0122122780546428,3.0162441849898713,8.850246688790737,-0.07528940148904525,0,0,0,7
mp-32770,Cr2O3,2,monoclinic,6,Halide,-2.0775041270830714,-0.6070473215416835,0.7211480645210272,0,-1.4878464655723858,-1.2646722794275653,0.0764615099956841,0.006736592579369389,-0.22739904915757964,-0.006098847727746806,-0.46050663239844625,1,2,2,5
mp-192320,La4K,2,hexagonal,194,Ceramic,-0.2868148470276374,-0.6283070634889283,1.891378683207983,0,-0.27113555414333484,-0.14233970972601057,-0.14004003383361116,-0.16657612098022206,-0.4977026520032005,-0.3162039178843863,0.9076259932520058,1,1,1,3
mp-463121,GaSc3,2,cubic,217,Semiconductor,0.3955808000796098,2.3112065897501135,-0.10508400841477322,0,-1.06828687924904,-1.2164102484193267,1.925955318521909,-0.6718681168511437,-0.4977026520032005,-0.6231775130564339,0.2931127915631993,0,0,0,12
mp-830820,Be2,1,cubic,215,Intermetallic,1.0630606953375181,0.2886964725022289,-0.8335982496475897,1,2.5554524778310332,2.04387261124481,0.08149642961962157,-0.8315808388034432,0.31320815653366224,-0.3279580799118598,0.26406863526447466,0,0,0,6
mp-395784,MnB3,2,cubic,227,Phosphide,1.8629844764362065,-0.3887806375499708,-0.7466055458144453,0,-1.5187576280671633,-1.2894762714596881,-0.05780301330930509,0.6783669473394766,-0.4977026520032005,-0.20394573407654612,0.8663527185117128,1,0,0,11
mp-555914,Cl2Nb4,2,tetragonal,127,Oxide,-1.7197924354105367,-0.6864170248113974,1.069913333769889,0,1.4302861630211314,2.311332711374133,-0.967445158700606,0.15389547612493823,-0.7680062548488215,-0.4497590998101867,-0.13337771408649463,1,4,4,9
mp-502717,Ti4,1,orthorhombic,40,Semiconductor,0.00397572585656918,-0.4553944956513376,-0.030802567242179685,0,-1.3942807544824247,-1.2615958152995503,0.9944951880935472,-0.29106835184697066,0.31320815653366224,-0.029310349509272714,0.7303037758492655,1,3,3,12
mp-187647,Ar3Re,2,hexagonal,179,Oxide,0.7301198058433499,-0.5758663666857247,1.3741891837068232,0,1.4724917887351547,2.966042733617373,-1.870374077926657,0.2773415537911262,-0.4977026520032005,-0.33770869159374123,0.9106832728623978,1,1,1,9
mp-80692,Cu4Br4Sb2V2,4,monoclinic,7,Metal,0.14627466202637665,-0.7544481990425805,-0.8335982496475897,1,-1.2284304787892912,-1.1339225539869184,0.6135196032156408,-1.1942472816645604,3.0162441849898713,0.2450573189274727,-0.8120937875935345,1,2,2,7
mp-961859,Ru4Ne3Mn3,3,cubic,195,Semiconductor,1.294854142603358,-0.5092525085843577,-0.34818690679780684,0,-0.07591967408016287,-0.17964183727819516,-0.07458607872242873,0.12564933970979342,0.853815362224904,0.07534918409898866,-0.5231808644114837,1,0,0,12
mp-459823,V2Cr3,2,tetragonal,91,Oxide,-0.14131967831868575,0.7068047307980425,2.1189897302234706,0,-0.22655214669894416,-0.31712132799887566,0.20904772675936112,-0.22481198247811293,-0.22739904915757964,-0.329412509051623,1.3738611338367965,0,4,4,9
mp-345166,BiBr4In2,3,hexagonal,178,Phosphide,-0.05468845887230329,-0.12374252127431942,-0.5368697119153575,0,-0.643020616772812,-0.6355353652484517,0.30471119961416554,-1.139847315235393,-0.22739904915757964,-0.7808049813566812,-1.5443122542824357,1,1,1,11
mp-885376,Be4Ar4,2,orthorhombic,48,Metal,0.3415111996257569,-0.6609053344747037,-0.8335982496475897,1,1.8234523721373979,-0.25905306758258834,2.0820378268639583,1.232828143636761,-0.4977026520032005,0.20492694756094695,-0.3015280926580585,1,3,3,7
mp-298846,Ca4,1,hexagonal,188,Metal,1.0630606953375181,0.4120029757962485,-0.8335982496475897,1,0.8776896888837241,0.7830991557825695,-0.06451623947455473,-1.7169751642114974,0.31320815653366224,-0.8566133899884169,-0.39171784116462466,0,1,1,7
mp-146693,CrGe3,2,monoclinic,10,Carbide,1.0207772023717587,2.912148628792232,-0.6008232521762537,0,2.2099607924086353,2.6976212384480447,-0.8717816858458011,0.36068509210247895,0.853815362224904,0.37574816591475996,0.3710734216281972,0,2,2,2
mp-779958,Au2Sn2,2,tetragonal,133,Ceramic,-0.6955996711485767,-0.7587001474320295,1.7022986511322902,0,0.12856955473144255,-0.2319417274544541,0.4960381453237753,-0.1927299509942447,0.31320815653366224,-0.5909277730492369,-0.16089323058002325,1,4,4,3
mp-103536,C4Ce3Mg,3,orthorhombic,57,Ceramic,0.37254129052661333,0.959087001905347,1.7853190853840124,0,-0.6917651422453459,-0.8772300783056478,1.0733755955352282,-0.5564425470559228,-0.4977026520032005,-0.647309163885565,0.21820944110859358,0,3,3,3
mp-963314,P2Re,2,hexagonal,179,Intermetallic,1.0904950246318375,-0.778542573249458,-0.8335982496475897,1,-0.053568525814708404,-0.7382123555209598,1.6674961111598046,-0.5177348786351689,-0.7680062548488215,-0.6309245743927231,0.8006212068882832,1,1,1,6
mp-185542,Be4SiLi3,3,hexagonal,178,Nitride,0.5673782990586006,-0.8168101087544984,0.6965199931162099,0,0.5980625573925057,0.6540799414139311,-0.1652146319532966,-0.3221042301302779,1.9350297736073876,1.3124747374905732,0.664572264225836,1,1,1,8
mp-406492,Sr2Re2,2,monoclinic,8,Metal,0.10419093359431383,0.37231812416139165,-0.8335982496475897,1,-0.24640662414751266,0.29721010256416486,-1.0580737119314734,0.39032609945170493,3.0162441849898713,3.0820994493995166,0.8908109553948493,0,2,2,7
