date,commodity,open,high,low,close,volume,daily_return,return_5d,return_21d,volatility_5d_ann,volatility_21d_ann,volatility_63d_ann,sma_21,sma_63,bollinger_upper,bollinger_lower,bollinger_z,rsi_14,macd,macd_signal,momentum_10d,momentum_21d,term_spread,predicted_close
2014-01-22,Copper,3.2142,3.2305,3.2042,3.2119,2340,0.008159,-0.028725,,0.192052,,,,,,,,57.689518,0.007833,0.007195,0.033729,,-8.308798,
2014-01-23,Copper,3.2537,3.2778,3.2397,3.2531,5176,0.012746,0.00725,,0.151187,,,,,,,,57.86527,0.009882,0.007748,0.047664,,-4.465378,
2014-01-24,Copper,3.2652,3.2794,3.2484,3.2602,1463,0.00218,0.010422,,0.149629,,,,,,,,55.847843,0.011762,0.008569,0.046244,,-4.748913,
2014-01-27,Copper,3.2167,3.2235,3.1916,3.2129,12545,-0.014615,-0.00348,,0.192428,,,,,,,,49.477854,0.010074,0.008876,0.022956,,-1.81005,
2014-01-28,Copper,3.2492,3.2735,3.2222,3.2515,5602,0.011942,0.020413,,0.178659,,,,,,,,64.966833,0.011131,0.009333,-0.007357,,-8.415182,
2014-01-29,Copper,3.2797,3.3065,3.2539,3.2809,1674,0.009001,0.021255,,0.179965,,,,,,,,67.242056,0.013728,0.010223,-0.007442,,3.59101,
2014-01-30,Copper,3.308,3.3244,3.2721,3.2991,583,0.005532,0.014041,,0.165193,,,3.209329,,3.334346,3.084312,,67.698259,0.016774,0.011545,0.02152,,-0.665963,
2014-01-31,Copper,3.3175,3.3519,3.2871,3.3256,3507,0.008,0.019862,0.061544,0.168925,0.244249,,3.218781,,3.347643,3.089919,,67.810332,0.020709,0.013391,0.030746,0.063477,-0.395682,
2014-02-03,Copper,3.3588,3.3878,3.3546,3.3675,1266,0.012521,0.046997,0.061702,0.04579,0.244326,,3.228376,,3.370098,3.086654,,60.788918,0.026363,0.016001,0.044478,0.063645,5.70963,
2014-02-04,Copper,3.398,3.4303,3.3814,3.3917,2060,0.007161,0.042215,0.058681,0.041436,0.24342,,3.237581,,3.395329,3.079833,,60.25702,0.032106,0.019237,0.064631,0.060436,3.06335,
2014-02-05,Copper,3.3272,3.3451,3.3066,3.3307,1711,-0.018149,0.015065,0.034205,0.192245,0.253502,,3.242914,,3.405481,3.080348,,62.472243,0.031955,0.021791,0.036987,0.034797,-3.106502,
2014-02-06,Copper,3.3067,3.333,3.285,3.3085,2178,-0.006688,0.002845,0.062805,0.201507,0.217881,,3.252505,,3.404862,3.100147,,59.674758,0.029904,0.023418,0.01703,0.064819,-2.485554,
2014-02-07,Copper,3.3838,3.3884,3.3642,3.384,803,0.022564,0.017408,0.086013,0.254815,0.227617,,3.265786,,3.412703,3.118869,,66.070352,0.033308,0.025401,0.037973,0.08982,-4.152044,
2014-02-10,Copper,3.3925,3.3994,3.3638,3.3879,1244,0.001152,0.00604,0.083628,0.241861,0.227841,,3.278729,,3.417949,3.139509,,71.820341,0.035854,0.027496,0.054468,0.087224,2.495187,
2014-02-11,Copper,3.4814,3.4882,3.4484,3.4791,1388,0.026563,0.025442,0.102296,0.303354,0.240695,,3.294838,,3.444895,3.144781,,75.293449,0.043997,0.030801,0.069998,0.107711,0.629945,
2014-02-12,Copper,3.4029,3.4434,3.3914,3.4097,1826,-0.020149,0.023442,0.040123,0.313182,0.214735,,3.301224,,3.459054,3.143393,,64.07261,0.044802,0.033605,0.039258,0.040939,-2.160949,
2014-02-13,Copper,3.4096,3.444,3.3847,3.4131,1711,0.000997,0.031126,0.032033,0.300074,0.213152,,3.306348,,3.471574,3.141121,,63.832097,0.045161,0.035918,0.034555,0.032552,-0.639087,
2014-02-14,Copper,3.3388,3.346,3.3142,3.3359,288,-0.022878,-0.014316,0.032384,0.317129,0.212641,,3.31141,,3.473239,3.14958,,60.556128,0.039237,0.036582,0.003097,0.032914,-9.018157,
2014-02-17,Copper,3.2591,3.2923,3.2472,3.2641,1243,-0.021758,-0.037226,0.011617,0.339757,0.227414,,3.313205,,3.471879,3.15453,,51.023059,0.028836,0.035032,-0.030705,0.011685,-3.578322,
2014-02-18,Copper,3.3233,3.3299,3.3062,3.319,1235,0.016679,-0.04711,0.02901,0.279294,0.234078,,3.317724,,3.471056,3.164392,,52.970529,0.024459,0.032916,-0.021435,0.029435,-6.653748,
2014-02-19,Copper,3.3615,3.3911,3.3432,3.3649,5216,0.013735,-0.013226,0.054695,0.300119,0.232551,,3.326252,,3.468272,3.184233,,54.917788,0.02419,0.03117,0.010268,0.056218,-0.985604,
2014-02-20,Copper,3.4108,3.4324,3.3778,3.4087,997,0.012933,-0.00129,0.059468,0.320514,0.234567,,3.335624,,3.471803,3.199444,,56.054204,0.026994,0.030335,0.030286,0.061272,2.605632,
2014-02-21,Copper,3.3917,3.3981,3.3786,3.3926,1257,-0.004734,0.016854,0.041988,0.260014,0.233069,,3.342267,,3.475108,3.209426,,51.900076,0.027662,0.0298,0.002541,0.042882,3.509604,
2014-02-24,Copper,3.3647,3.3898,3.3568,3.3658,849,-0.007931,0.030682,0.031877,0.182926,0.235588,,3.347295,,3.474984,3.219607,,48.047052,0.025834,0.029007,-0.006523,0.032391,4.855975,
2014-02-25,Copper,3.3658,3.381,3.3475,3.3673,1444,0.000446,0.014448,0.046937,0.158678,0.228256,,3.354648,,3.466652,3.242644,,53.031809,0.024221,0.028049,-0.032135,0.048056,1.060357,
2014-02-26,Copper,3.4194,3.4264,3.4034,3.4139,522,0.013744,0.014457,0.048739,0.158719,0.229305,,3.362381,,3.466631,3.258131,,58.39172,0.02624,0.027687,0.001232,0.049946,-4.086311,
2014-02-27,Copper,3.3615,3.3771,3.3367,3.3641,1121,-0.014695,-0.013171,0.025043,0.16943,0.235222,,3.366343,,3.463682,3.269004,,48.347999,0.023703,0.02689,-0.014356,0.025359,-0.062757,
2014-02-28,Copper,3.3577,3.3847,3.3348,3.3597,804,-0.001309,-0.009745,0.018202,0.168498,0.234826,,3.369229,,3.461664,3.276793,,47.660916,0.021107,0.025733,0.007135,0.018369,-3.728437,
2014-03-03,Copper,3.3978,3.4148,3.3679,3.3982,1577,0.011394,0.00958,0.021596,0.180688,0.236414,,3.372686,,3.463688,3.281684,,42.646791,0.0218,0.024947,0.041083,0.021831,0.079202,
2014-03-04,Copper,3.4016,3.4141,3.3934,3.4056,4184,0.002175,0.01131,0.011251,0.180217,0.232765,,3.3745,,3.46658,3.28242,,49.580004,0.022664,0.02449,0.026092,0.011314,3.843977,
2014-03-05,Copper,3.3947,3.4107,3.3821,3.4007,1603,-0.00144,-0.003874,0.00265,0.148764,0.231585,,3.374929,,3.467428,3.282429,,48.73366,0.022702,0.024133,0.010639,0.002654,3.629367,
2014-03-06,Copper,3.3956,3.4137,3.3678,3.3855,4676,-0.00448,0.006341,0.016319,0.097331,0.222662,,3.377538,,3.467863,3.287213,,55.799813,0.021292,0.023565,-0.006806,0.016453,-3.926304,
2014-03-07,Copper,3.3394,3.368,3.314,3.3335,12449,-0.015479,-0.007829,0.007528,0.155545,0.228385,,3.378729,,3.465834,3.291623,,58.509073,0.0159,0.022032,-0.01742,0.007556,3.788694,
2014-03-10,Copper,3.3371,3.3593,3.3101,3.3282,2324,-0.001591,-0.020814,-0.016627,0.107183,0.213647,,3.376071,,3.465864,3.286279,,51.284199,0.011081,0.019841,-0.011171,-0.016489,-8.08408,
2014-03-11,Copper,3.3881,3.3951,3.3578,3.3814,4835,0.015858,-0.007131,-0.00192,0.17847,0.22127,,3.375762,,3.465428,3.286096,,52.257182,0.011334,0.01814,0.004187,-0.001919,-3.215888,
2014-03-12,Copper,3.3473,3.3617,3.3199,3.3419,9483,-0.01175,-0.017442,-0.040234,0.192943,0.20209,,3.369229,,3.446393,3.292064,,40.753045,0.008314,0.016175,-0.02109,-0.039435,15.272747,
2014-03-13,Copper,3.4024,3.4175,3.3755,3.4002,791,0.017295,0.004333,-0.00279,0.241667,0.201147,,3.368776,,3.44505,3.292502,,50.941993,0.010419,0.015024,0.010731,-0.002786,-2.701624,
2014-03-14,Copper,3.4102,3.4218,3.375,3.4072,3113,0.002057,0.021868,-0.00173,0.194387,0.201256,,3.368495,,3.444124,3.292866,,55.396246,0.012498,0.014518,0.014138,-0.001729,6.219054,
2014-03-17,Copper,3.4353,3.4455,3.4108,3.4372,987,0.008766,0.032226,0.029915,0.188172,0.185316,,3.373319,,3.453029,3.293609,,58.480951,0.016339,0.014882,0.011477,0.030367,-5.933933,
2014-03-18,Copper,3.4486,3.4835,3.4426,3.4529,995,0.004557,0.020925,0.05623,0.168647,0.165161,,3.38231,,3.452274,3.312345,,55.115425,0.020395,0.015985,0.013889,0.057841,2.701198,
2014-03-19,Copper,3.4575,3.4873,3.4324,3.4593,4105,0.001852,0.034527,0.041403,0.102254,0.157113,,3.38899,,3.460345,3.317636,,64.091178,0.023843,0.017556,0.017232,0.042272,5.973097,
2014-03-20,Copper,3.4071,3.4129,3.3839,3.4032,2201,-0.01635,0.000882,0.011318,0.15318,0.16318,,3.390814,,3.461537,3.320091,,55.584082,0.021852,0.018416,0.005228,0.011382,-2.000686,
2014-03-21,Copper,3.4724,3.4801,3.4565,3.4672,805,0.018631,0.017457,0.017016,0.203068,0.169697,,3.3936,,3.471524,3.315676,,58.313253,0.025089,0.01975,0.040108,0.017162,-2.221975,
2014-03-24,Copper,3.4458,3.4618,3.436,3.4468,330,-0.005901,0.002789,0.01585,0.205744,0.170225,,3.396181,,3.477483,3.314879,,54.813084,0.025729,0.020946,0.035635,0.015976,1.297837,
2014-03-25,Copper,3.4766,3.5062,3.4613,3.4858,968,0.011251,0.009483,0.035032,0.219003,0.170861,,3.401895,,3.490747,3.313044,,59.207964,0.029017,0.02256,0.030875,0.035653,0.582183,
2014-03-26,Copper,3.5383,3.5746,3.5058,3.548,1230,0.017686,0.025318,0.052273,0.245988,0.179525,,3.4105,,3.518266,3.302734,,65.959536,0.036178,0.025284,0.061672,0.053663,-9.117171,
2014-03-27,Copper,3.5231,3.5272,3.4977,3.5201,1384,-0.007895,0.033773,0.030634,0.203223,0.178075,,3.415557,,3.533482,3.297632,,69.237113,0.039168,0.028061,0.035263,0.031108,-4.712501,
2014-03-28,Copper,3.549,3.5575,3.5216,3.5413,2716,0.006004,0.021147,0.051333,0.17447,0.168601,,3.423995,,3.551431,3.296559,,71.271711,0.042741,0.030997,0.039358,0.052674,3.232817,
2014-03-31,Copper,3.5115,3.5415,3.4846,3.5182,5317,-0.006544,0.020503,0.046098,0.176867,0.171027,,3.431543,3.3367,3.56173,3.301355,1.642113,64.528462,0.043223,0.033442,0.023566,0.047177,-3.696321,
2014-04-01,Copper,3.5287,3.5628,3.4925,3.5182,514,0.0,0.009252,0.034704,0.165906,0.16783,0.215686,3.437257,3.342908,3.571761,3.302754,1.600184,70.43821,0.043108,0.035375,0.018912,0.035313,-1.733088,3.5308154885353074
2014-04-02,Copper,3.4914,3.5204,3.4613,3.4821,1767,-0.010314,-0.018749,0.022214,0.105683,0.172841,0.21597,3.4409,3.347925,3.575945,3.305855,1.236109,60.009778,0.039664,0.036233,0.006591,0.022463,-2.828614,3.4911728976279646
2014-04-03,Copper,3.576,3.6016,3.555,3.5774,425,0.027001,0.016147,0.050655,0.233057,0.194398,0.22127,3.449314,3.353941,3.595407,3.303222,2.020273,67.108967,0.044072,0.037801,0.051187,0.05196,-1.685177,3.579913615086085
2014-04-04,Copper,3.567,3.5913,3.5382,3.5616,3029,-0.004426,0.005716,0.050708,0.236964,0.194374,0.221416,3.4577,3.359384,3.608547,3.306853,1.801155,62.872517,0.045769,0.039394,0.027227,0.052016,-11.388915,3.5658237498435685
2014-04-07,Copper,3.5241,3.5375,3.5067,3.5302,1310,-0.008855,0.003405,0.057332,0.242198,0.187939,0.209505,3.467067,3.3661,3.609729,3.324404,1.497846,57.747043,0.044084,0.040332,0.024196,0.059007,6.747679,3.5253056726031424
2014-04-08,Copper,3.6287,3.6599,3.5975,3.637,1885,0.029805,0.03321,0.088728,0.317606,0.209118,0.216656,3.481771,3.374543,3.627932,3.33561,2.394369,64.82563,0.050742,0.042414,0.043376,0.092783,-10.192913,3.6313191556970654
2014-04-09,Copper,3.7044,3.7491,3.6709,3.7147,1988,0.021139,0.064662,0.094008,0.289026,0.213572,0.219832,3.497643,3.384044,3.668351,3.326935,2.93265,75.084555,0.061551,0.046241,0.046984,0.098569,-0.76562,3.7109124051392173
2014-04-10,Copper,3.6758,3.6926,3.6452,3.6652,511,-0.013415,0.024247,0.092343,0.306953,0.215237,0.221942,3.513038,3.392368,3.683067,3.343009,2.396328,66.325858,0.065384,0.05007,0.04122,0.096741,-12.458684,3.6723774936140083
2014-04-11,Copper,3.6702,3.7032,3.6506,3.6664,2857,0.000327,0.029,0.075376,0.299672,0.210398,0.20688,3.525714,3.398571,3.700048,3.35138,2.270474,68.69891,0.067737,0.053603,0.035326,0.07829,-4.009169,3.6766411213928234
2014-04-14,Copper,3.6863,3.7149,3.647,3.6816,4594,0.004137,0.041993,0.077457,0.272615,0.21033,0.206406,3.538781,3.404541,3.7169,3.360662,2.25984,67.376642,0.070016,0.056886,0.046444,0.080535,6.201792,3.6864382863479612
2014-04-15,Copper,3.6869,3.7209,3.6643,3.6844,1764,0.00076,0.012949,0.069451,0.196209,0.209722,0.200105,3.550552,3.41176,3.733094,3.368011,2.172605,63.531746,0.071227,0.059754,0.04724,0.071919,4.314763,3.69152673210688
2014-04-16,Copper,3.62,3.6398,3.5949,3.6286,5077,-0.015261,-0.023451,0.049632,0.142134,0.219254,0.203012,3.558919,3.418144,3.738748,3.37909,1.668472,60.199286,0.066924,0.061188,0.042072,0.050885,7.683469,3.6205755785607483
2014-04-17,Copper,3.6271,3.6324,3.6102,3.6257,1502,-0.0008,-0.010836,0.046981,0.119811,0.219524,0.203017,3.566843,3.424519,3.74286,3.390826,1.592632,58.216511,0.06256,0.061462,0.013501,0.048102,1.799313,3.625021554679697
2014-04-18,Copper,3.6341,3.6563,3.5925,3.624,2332,-0.000469,-0.011632,0.062862,0.118896,0.209233,0.201132,3.577357,3.431475,3.738029,3.416686,1.539946,60.747664,0.058292,0.060828,0.01752,0.06488,0.819295,3.630814546076189
2014-04-21,Copper,3.5893,3.6058,3.5566,3.5851,1187,-0.010792,-0.026561,0.033439,0.114939,0.206331,0.202358,3.582971,3.437398,3.73551,3.430433,1.198113,56.298249,0.051188,0.0589,0.015552,0.034004,-8.31003,3.5871439471137814
2014-04-22,Copper,3.5294,3.5555,3.4975,3.5338,1998,-0.014413,-0.041734,0.024928,0.114911,0.212248,0.203643,3.587114,3.441854,3.728433,3.445796,0.756317,54.731832,0.040955,0.055311,-0.028375,0.025241,-1.733715,3.5308219296562027
2014-04-23,Copper,3.4798,3.5069,3.4626,3.4694,3319,-0.018392,-0.044865,-0.004716,0.128167,0.219262,0.207408,3.586333,3.445175,3.730162,3.442504,0.20295,39.522701,0.027344,0.049718,-0.066035,-0.004705,-1.875719,3.4821351013187227
2014-04-24,Copper,3.4274,3.4478,3.3939,3.4362,1554,-0.009615,-0.053681,-0.032018,0.106135,0.211418,0.206117,3.58101,3.448719,3.738432,3.423587,-0.108283,38.231982,0.013725,0.042519,-0.06248,-0.031511,-3.514125,3.4245715642162
2014-04-25,Copper,3.437,3.4656,3.4241,3.4456,1989,0.002732,-0.05048,-0.021391,0.126182,0.210587,0.204962,3.577462,3.4518,3.743757,3.411167,-0.054952,41.718872,0.003647,0.034745,-0.060223,-0.021164,-8.719856,3.442848886230433
2014-04-28,Copper,3.4694,3.4864,3.4436,3.4633,983,0.005124,-0.034564,-0.022272,0.165207,0.210238,0.204486,3.573748,3.454695,3.746783,3.400712,0.077737,29.40479,-0.00288,0.02722,-0.059295,-0.022026,-5.552471,3.4632287007365217
2014-04-29,Copper,3.4058,3.4456,3.4007,3.4132,2399,-0.014572,-0.034724,-0.030299,0.165665,0.214669,0.206561,3.568748,3.456506,3.754151,3.383345,-0.397218,11.748287,-0.011952,0.019385,-0.073608,-0.029845,0.683863,3.4103633826460644
2014-04-30,Copper,3.4192,3.4399,3.3973,3.4272,949,0.004093,-0.012238,-0.026206,0.143159,0.215482,0.206135,3.564414,3.458119,3.758815,3.370014,-0.286815,16.815393,-0.017808,0.011947,-0.055503,-0.025865,-6.349477,3.4154662404713614
2014-05-01,Copper,3.3808,3.3842,3.3401,3.3722,1821,-0.016178,-0.018801,-0.03207,0.169093,0.219511,0.207308,3.559181,3.458194,3.768252,3.35011,-0.798166,14.330747,-0.026575,0.004242,-0.069918,-0.031561,1.35522,3.365748932696059
2014-05-02,Copper,3.4286,3.4488,3.4209,3.4284,3819,0.016528,-0.005004,-0.042543,0.222421,0.204872,0.209455,3.552086,3.458776,3.768542,3.335629,-0.282641,22.077636,-0.028663,-0.002339,-0.053974,-0.04165,-3.131829,3.4284393576437986
2014-05-05,Copper,3.3121,3.3342,3.2821,3.3175,2041,-0.032882,-0.04301,-0.070998,0.304864,0.231107,0.216642,3.540462,3.458567,3.779782,3.301142,-1.309338,17.328584,-0.038809,-0.009633,-0.074642,-0.068537,2.309235,3.306400257029109
2014-05-06,Copper,3.3241,3.3362,3.2981,3.3289,768,0.00343,-0.025008,-0.058713,0.30941,0.231359,0.216329,3.530876,3.45889,3.787428,3.274325,-1.21135,21.021079,-0.045407,-0.016788,-0.057983,-0.057022,5.76421,3.3187097949057187
2014-05-07,Copper,3.2928,3.3015,3.2733,3.2947,6505,-0.010327,-0.039428,-0.098844,0.299483,0.19971,0.212412,3.514576,3.457473,3.785881,3.243271,-1.494788,19.821298,-0.052785,-0.023987,-0.050355,-0.094116,3.801545,3.286802071151305
2014-05-08,Copper,3.3465,3.3833,3.3199,3.3536,2169,0.017719,-0.005531,-0.102264,0.334938,0.194415,0.215474,3.497381,3.456929,3.76108,3.233682,-0.94509,27.675033,-0.053269,-0.029844,-0.024038,-0.097208,0.846865,3.3477661819529687
2014-05-09,Copper,3.2945,3.3165,3.2816,3.2977,835,-0.016809,-0.038868,-0.105658,0.306795,0.196638,0.211024,3.479881,3.454049,3.745574,3.214188,-1.407121,26.91937,-0.057497,-0.035374,-0.042924,-0.100267,-1.233069,3.2936736363665537
2014-05-12,Copper,3.3155,3.3482,3.283,3.3228,1659,0.007583,0.001596,-0.098402,0.220524,0.200693,0.207982,3.463519,3.45267,3.723222,3.203817,-1.15742,32.31053,-0.058153,-0.03993,-0.040568,-0.093716,2.973298,3.313987701657396
2014-05-13,Copper,3.3421,3.3726,3.31,3.3389,2470,0.004834,0.002999,-0.097706,0.221991,0.201093,0.208229,3.4472,3.451492,3.691988,3.202412,-0.996259,38.095238,-0.056721,-0.043288,-0.021768,-0.093085,-0.756402,3.3394242529372873
2014-05-14,Copper,3.3216,3.3329,3.3045,3.3258,781,-0.003931,0.009395,-0.102397,0.206243,0.200157,0.203286,3.430124,3.451332,3.654603,3.205644,-1.10905,39.545455,-0.055997,-0.04583,-0.029587,-0.097329,-6.885309,3.3181971306623765
2014-05-15,Copper,3.334,3.3593,3.3122,3.3409,1648,0.00453,-0.003794,-0.082607,0.158049,0.198956,0.198621,3.416424,3.452551,3.62455,3.208298,-1.000984,40.191119,-0.053588,-0.047382,-0.009282,-0.079287,5.517825,3.3327480809700565
2014-05-16,Copper,3.4472,3.457,3.4094,3.439,3253,0.02894,0.041955,-0.052867,0.1948,0.229229,0.20415,3.407533,3.454456,3.592809,3.222258,-0.140198,48.021495,-0.043268,-0.046559,0.003092,-0.051494,-10.798121,3.435158526130954
2014-05-19,Copper,3.3451,3.3601,3.327,3.3418,990,-0.028671,0.005702,-0.081069,0.328455,0.246241,0.210547,3.394095,3.454089,3.552403,3.235788,-1.015442,44.600726,-0.042439,-0.045735,0.007325,-0.07787,-1.733717,3.341916138065052
2014-05-20,Copper,3.3792,3.3906,3.3689,3.3767,1891,0.010389,0.011257,-0.059887,0.334699,0.249637,0.209967,3.384171,3.453581,3.516124,3.252218,-0.693457,46.298197,-0.038524,-0.044293,0.014359,-0.058129,-2.620056,3.377215648616364
2014-05-21,Copper,3.3154,3.3292,3.299,3.3197,656,-0.017024,-0.001836,-0.062499,0.361751,0.251319,0.212481,3.373976,3.452424,3.489426,3.258527,-1.186213,46.162842,-0.039562,-0.043347,0.007588,-0.060586,-2.022295,3.314253969967083
2014-05-22,Copper,3.3114,3.3337,3.3007,3.3202,4363,0.000151,-0.006215,-0.043957,0.359344,0.24512,0.211923,3.366871,3.4517,3.475839,3.257904,-1.167817,41.390834,-0.039885,-0.042654,-0.009959,-0.043005,3.470677,3.313036340736856
2014-05-23,Copper,3.2794,3.2982,3.2732,3.2807,1138,-0.011968,-0.047124,-0.046309,0.240609,0.246163,0.213215,3.359467,3.450325,3.469772,3.249161,-1.485753,46.696589,-0.042833,-0.04269,-0.005155,-0.045253,2.572355,3.2815749480361087
2014-05-26,Copper,3.3104,3.3359,3.301,3.3105,1031,0.009042,-0.00941,-0.039999,0.195245,0.248715,0.212151,3.353033,3.448684,3.457863,3.248204,-1.19706,48.401112,-0.042278,-0.042608,-0.003702,-0.039209,-9.762043,3.3143728505528927
2014-05-27,Copper,3.3444,3.3834,3.3221,3.353,2046,0.012756,-0.007043,-0.032366,0.205091,0.252805,0.211783,3.347781,3.448508,3.43966,3.255902,-0.826366,54.994004,-0.037973,-0.041681,0.004223,-0.031848,0.86993,3.348567971399389
2014-05-28,Copper,3.4021,3.418,3.3702,3.4028,1972,0.014743,0.024724,-0.003052,0.174412,0.254158,0.21382,3.347286,3.449192,3.437785,3.256786,-0.402819,54.281239,-0.030195,-0.039384,0.023152,-0.003047,-4.951651,3.396133621053968
2014-05-29,Copper,3.4373,3.471,3.4022,3.4362,3226,0.009768,0.034341,0.002623,0.171089,0.256103,0.213498,3.347714,3.449795,3.439873,3.255555,-0.118223,62.543018,-0.021094,-0.035726,0.028525,0.002626,-3.829239,3.4364467336434856
2014-05-30,Copper,3.4194,3.4453,3.3994,3.4242,1118,-0.003498,0.042811,0.015303,0.11307,0.249617,0.213584,3.35019,3.45009,3.447749,3.252632,-0.225321,59.406308,-0.01468,-0.031516,-0.004304,0.01542,2.695075,3.4207490529257947
2014-06-02,Copper,3.472,3.5011,3.4672,3.4743,1241,0.014525,0.048294,0.013299,0.120961,0.248112,0.215498,3.352376,3.451259,3.458935,3.245817,0.200762,61.815009,-0.005491,-0.026311,0.039649,0.013388,7.979576,3.4790530481039554
2014-06-03,Copper,3.4157,3.4427,3.3941,3.4213,1377,-0.015372,0.020165,0.030809,0.208641,0.224611,0.217579,3.357319,3.451827,3.466676,3.247962,-0.26655,57.79083,-0.002457,-0.021541,0.013208,0.031289,-4.400571,3.417582089859847
2014-06-04,Copper,3.4236,3.4478,3.4016,3.4226,1942,0.00038,0.005802,0.027759,0.185865,0.224523,0.215244,3.361781,3.453241,3.47388,3.249682,-0.269758,56.818561,5.2e-05,-0.017222,0.030997,0.028147,-1.714421,3.4244733388265916
2014-06-05,Copper,3.4607,3.4704,3.4353,3.4531,1653,0.008872,0.004906,0.046957,0.183344,0.221806,0.215863,3.369324,3.455224,3.483758,3.25489,-0.018886,51.326435,0.00445,-0.012888,0.040028,0.048077,-6.582936,3.454192664575148
2014-06-06,Copper,3.52,3.5459,3.5023,3.5106,1034,0.016515,0.024919,0.045753,0.206168,0.220784,0.216056,3.3768,3.457275,3.506425,3.247175,0.474998,67.161448,0.012431,-0.007824,0.070077,0.046815,-0.505516,3.5237846739723704
2014-06-09,Copper,3.6008,3.634,3.5829,3.604,1829,0.026257,0.036651,0.088819,0.252085,0.224489,0.220554,3.391386,3.461435,3.549442,3.233329,1.264152,70.652371,0.025991,-0.001061,0.088657,0.092883,-5.77258,3.6064661153110897
2014-06-10,Copper,3.5267,3.5423,3.5011,3.531,1884,-0.020463,0.031561,0.060773,0.281808,0.239717,0.222275,3.4013,3.463511,3.567211,3.235389,0.598127,68.656189,0.030497,0.005251,0.053087,0.062658,-1.106901,3.5265925722673237
2014-06-11,Copper,3.5309,3.5645,3.5025,3.5264,2519,-0.001304,0.029877,0.054636,0.284283,0.240034,0.222287,3.410229,3.465403,3.582109,3.238348,0.540399,68.075035,0.033313,0.010863,0.036323,0.056156,4.490124,3.535146182247396
2014-06-12,Copper,3.4933,3.5345,3.4877,3.5011,6631,-0.0072,0.013805,0.051367,0.296598,0.241418,0.222181,3.418576,3.466417,3.590263,3.24689,0.307188,69.813017,0.033121,0.015315,0.018887,0.052709,-4.501688,3.508082297021332
2014-06-13,Copper,3.4729,3.4829,3.4481,3.473,3207,-0.008058,-0.010768,0.038779,0.275353,0.243974,0.222629,3.424867,3.466737,3.594265,3.255469,0.055482,64.65284,0.030352,0.018322,0.014252,0.03954,-1.806724,3.4714134593986476
2014-06-16,Copper,3.4392,3.4491,3.4288,3.4436,5443,-0.008501,-0.045527,0.001337,0.110826,0.225348,0.223258,3.425086,3.466487,3.594572,3.255599,-0.202674,58.367196,0.025492,0.019756,-0.008836,0.001338,-9.555546,3.438516953869168
2014-06-17,Copper,3.4662,3.4918,3.449,3.4577,8404,0.004086,-0.020977,0.034094,0.086745,0.199845,0.220931,3.430605,3.467352,3.596204,3.265005,-0.08569,55.428119,0.022518,0.020309,0.010639,0.034682,1.544261,3.46899456163801
